pubid,preferred,year,date,title,name,name_1,type,research_orgs,times_cited,recent_citations,score,country,state,city,latitude,longitude,country_code,state_code
pub.1131721397,Scientific consensus on the COVID-19 pandemic: we need to act now,2020,2020-10-15,The Lancet,Queen Mary University of London,Elsevier,article,"[grid.32224.35,grid.451388.3,grid.457379.b,grid.83440.3b,grid.6572.6,grid.4305.2,grid.433854.d,grid.4868.2,grid.5335.0,grid.1012.2,grid.7340.0,grid.8991.9,grid.7445.2,grid.4991.5,grid.5491.9,grid.417895.6,grid.21107.35,grid.6612.3,grid.419514.c,grid.38142.3c,grid.189504.1,grid.59734.3c,grid.26009.3d]",127,127,10905,United Kingdom,,London,51.5242805480957,-0.040394999086856842,GB,
pub.1131721397,Scientific consensus on the COVID-19 pandemic: we need to act now,2020,2020-10-15,The Lancet,Délégation Régionale Occitanie Pyrénées,Elsevier,article,"[grid.32224.35,grid.451388.3,grid.457379.b,grid.83440.3b,grid.6572.6,grid.4305.2,grid.433854.d,grid.4868.2,grid.5335.0,grid.1012.2,grid.7340.0,grid.8991.9,grid.7445.2,grid.4991.5,grid.5491.9,grid.417895.6,grid.21107.35,grid.6612.3,grid.419514.c,grid.38142.3c,grid.189504.1,grid.59734.3c,grid.26009.3d]",127,127,10905,France,,Toulouse,43.611904144287109,1.4006940126419067,FR,
pub.1131721397,Scientific consensus on the COVID-19 pandemic: we need to act now,2020,2020-10-15,The Lancet,University of Southampton,Elsevier,article,"[grid.32224.35,grid.451388.3,grid.457379.b,grid.83440.3b,grid.6572.6,grid.4305.2,grid.433854.d,grid.4868.2,grid.5335.0,grid.1012.2,grid.7340.0,grid.8991.9,grid.7445.2,grid.4991.5,grid.5491.9,grid.417895.6,grid.21107.35,grid.6612.3,grid.419514.c,grid.38142.3c,grid.189504.1,grid.59734.3c,grid.26009.3d]",127,127,10905,United Kingdom,,Southampton,50.93463134765625,-1.3959499597549438,GB,
pub.1131721397,Scientific consensus on the COVID-19 pandemic: we need to act now,2020,2020-10-15,The Lancet,Duke University,Elsevier,article,"[grid.32224.35,grid.451388.3,grid.457379.b,grid.83440.3b,grid.6572.6,grid.4305.2,grid.433854.d,grid.4868.2,grid.5335.0,grid.1012.2,grid.7340.0,grid.8991.9,grid.7445.2,grid.4991.5,grid.5491.9,grid.417895.6,grid.21107.35,grid.6612.3,grid.419514.c,grid.38142.3c,grid.189504.1,grid.59734.3c,grid.26009.3d]",127,127,10905,United States,North Carolina,Durham,36.003147125244141,-78.926895141601562,US,US-NC
pub.1131721397,Scientific consensus on the COVID-19 pandemic: we need to act now,2020,2020-10-15,The Lancet,University of Western Australia,Elsevier,article,"[grid.32224.35,grid.451388.3,grid.457379.b,grid.83440.3b,grid.6572.6,grid.4305.2,grid.433854.d,grid.4868.2,grid.5335.0,grid.1012.2,grid.7340.0,grid.8991.9,grid.7445.2,grid.4991.5,grid.5491.9,grid.417895.6,grid.21107.35,grid.6612.3,grid.419514.c,grid.38142.3c,grid.189504.1,grid.59734.3c,grid.26009.3d]",127,127,10905,Australia,Western Australia,Perth,-31.980915069580078,115.81987762451172,AU,AU-WA
pub.1131721397,Scientific consensus on the COVID-19 pandemic: we need to act now,2020,2020-10-15,The Lancet,University College London,Elsevier,article,"[grid.32224.35,grid.451388.3,grid.457379.b,grid.83440.3b,grid.6572.6,grid.4305.2,grid.433854.d,grid.4868.2,grid.5335.0,grid.1012.2,grid.7340.0,grid.8991.9,grid.7445.2,grid.4991.5,grid.5491.9,grid.417895.6,grid.21107.35,grid.6612.3,grid.419514.c,grid.38142.3c,grid.189504.1,grid.59734.3c,grid.26009.3d]",127,127,10905,United Kingdom,,London,51.524471282958984,-0.13398170471191406,GB,
pub.1131721397,Scientific consensus on the COVID-19 pandemic: we need to act now,2020,2020-10-15,The Lancet,University of Bath,Elsevier,article,"[grid.32224.35,grid.451388.3,grid.457379.b,grid.83440.3b,grid.6572.6,grid.4305.2,grid.433854.d,grid.4868.2,grid.5335.0,grid.1012.2,grid.7340.0,grid.8991.9,grid.7445.2,grid.4991.5,grid.5491.9,grid.417895.6,grid.21107.35,grid.6612.3,grid.419514.c,grid.38142.3c,grid.189504.1,grid.59734.3c,grid.26009.3d]",127,127,10905,United Kingdom,Bath and North East Somerset,Bath,51.379600524902344,-2.3280000686645508,GB,GB-BAS
pub.1131721397,Scientific consensus on the COVID-19 pandemic: we need to act now,2020,2020-10-15,The Lancet,University of Edinburgh,Elsevier,article,"[grid.32224.35,grid.451388.3,grid.457379.b,grid.83440.3b,grid.6572.6,grid.4305.2,grid.433854.d,grid.4868.2,grid.5335.0,grid.1012.2,grid.7340.0,grid.8991.9,grid.7445.2,grid.4991.5,grid.5491.9,grid.417895.6,grid.21107.35,grid.6612.3,grid.419514.c,grid.38142.3c,grid.189504.1,grid.59734.3c,grid.26009.3d]",127,127,10905,United Kingdom,,Edinburgh,55.944896697998047,-3.189284086227417,GB,
pub.1131721397,Scientific consensus on the COVID-19 pandemic: we need to act now,2020,2020-10-15,The Lancet,Imperial College London,Elsevier,article,"[grid.32224.35,grid.451388.3,grid.457379.b,grid.83440.3b,grid.6572.6,grid.4305.2,grid.433854.d,grid.4868.2,grid.5335.0,grid.1012.2,grid.7340.0,grid.8991.9,grid.7445.2,grid.4991.5,grid.5491.9,grid.417895.6,grid.21107.35,grid.6612.3,grid.419514.c,grid.38142.3c,grid.189504.1,grid.59734.3c,grid.26009.3d]",127,127,10905,United Kingdom,Westminster,London,51.498600006103516,-0.175477996468544,GB,GB-WSM
pub.1131721397,Scientific consensus on the COVID-19 pandemic: we need to act now,2020,2020-10-15,The Lancet,Imperial College Healthcare NHS Trust,Elsevier,article,"[grid.32224.35,grid.451388.3,grid.457379.b,grid.83440.3b,grid.6572.6,grid.4305.2,grid.433854.d,grid.4868.2,grid.5335.0,grid.1012.2,grid.7340.0,grid.8991.9,grid.7445.2,grid.4991.5,grid.5491.9,grid.417895.6,grid.21107.35,grid.6612.3,grid.419514.c,grid.38142.3c,grid.189504.1,grid.59734.3c,grid.26009.3d]",127,127,10905,United Kingdom,England,London,51.5172119140625,-0.17348499596118927,GB,GB-ENG
pub.1131721397,Scientific consensus on the COVID-19 pandemic: we need to act now,2020,2020-10-15,The Lancet,Harvard University,Elsevier,article,"[grid.32224.35,grid.451388.3,grid.457379.b,grid.83440.3b,grid.6572.6,grid.4305.2,grid.433854.d,grid.4868.2,grid.5335.0,grid.1012.2,grid.7340.0,grid.8991.9,grid.7445.2,grid.4991.5,grid.5491.9,grid.417895.6,grid.21107.35,grid.6612.3,grid.419514.c,grid.38142.3c,grid.189504.1,grid.59734.3c,grid.26009.3d]",127,127,10905,United States,Massachusetts,Cambridge,42.377052307128906,-71.116653442382812,US,US-MA
pub.1131721397,Scientific consensus on the COVID-19 pandemic: we need to act now,2020,2020-10-15,The Lancet,Federation of American Scientists,Elsevier,article,"[grid.32224.35,grid.451388.3,grid.457379.b,grid.83440.3b,grid.6572.6,grid.4305.2,grid.433854.d,grid.4868.2,grid.5335.0,grid.1012.2,grid.7340.0,grid.8991.9,grid.7445.2,grid.4991.5,grid.5491.9,grid.417895.6,grid.21107.35,grid.6612.3,grid.419514.c,grid.38142.3c,grid.189504.1,grid.59734.3c,grid.26009.3d]",127,127,10905,United States,District of Columbia,Washington D.C.,38.905025482177734,-77.039215087890625,US,US-DC
pub.1131721397,Scientific consensus on the COVID-19 pandemic: we need to act now,2020,2020-10-15,The Lancet,Boston University,Elsevier,article,"[grid.32224.35,grid.451388.3,grid.457379.b,grid.83440.3b,grid.6572.6,grid.4305.2,grid.433854.d,grid.4868.2,grid.5335.0,grid.1012.2,grid.7340.0,grid.8991.9,grid.7445.2,grid.4991.5,grid.5491.9,grid.417895.6,grid.21107.35,grid.6612.3,grid.419514.c,grid.38142.3c,grid.189504.1,grid.59734.3c,grid.26009.3d]",127,127,10905,United States,Massachusetts,Boston,42.349601745605469,-71.099700927734375,US,US-MA
pub.1131721397,Scientific consensus on the COVID-19 pandemic: we need to act now,2020,2020-10-15,The Lancet,The Francis Crick Institute,Elsevier,article,"[grid.32224.35,grid.451388.3,grid.457379.b,grid.83440.3b,grid.6572.6,grid.4305.2,grid.433854.d,grid.4868.2,grid.5335.0,grid.1012.2,grid.7340.0,grid.8991.9,grid.7445.2,grid.4991.5,grid.5491.9,grid.417895.6,grid.21107.35,grid.6612.3,grid.419514.c,grid.38142.3c,grid.189504.1,grid.59734.3c,grid.26009.3d]",127,127,10905,United Kingdom,,London,51.525485992431641,-0.13545691967010498,GB,
pub.1131721397,Scientific consensus on the COVID-19 pandemic: we need to act now,2020,2020-10-15,The Lancet,University of Oxford,Elsevier,article,"[grid.32224.35,grid.451388.3,grid.457379.b,grid.83440.3b,grid.6572.6,grid.4305.2,grid.433854.d,grid.4868.2,grid.5335.0,grid.1012.2,grid.7340.0,grid.8991.9,grid.7445.2,grid.4991.5,grid.5491.9,grid.417895.6,grid.21107.35,grid.6612.3,grid.419514.c,grid.38142.3c,grid.189504.1,grid.59734.3c,grid.26009.3d]",127,127,10905,United Kingdom,Oxfordshire,Oxford,51.753437042236328,-1.25400972366333,GB,GB-OXF
pub.1131721397,Scientific consensus on the COVID-19 pandemic: we need to act now,2020,2020-10-15,The Lancet,Johns Hopkins University,Elsevier,article,"[grid.32224.35,grid.451388.3,grid.457379.b,grid.83440.3b,grid.6572.6,grid.4305.2,grid.433854.d,grid.4868.2,grid.5335.0,grid.1012.2,grid.7340.0,grid.8991.9,grid.7445.2,grid.4991.5,grid.5491.9,grid.417895.6,grid.21107.35,grid.6612.3,grid.419514.c,grid.38142.3c,grid.189504.1,grid.59734.3c,grid.26009.3d]",127,127,10905,United States,Maryland,Baltimore,39.328887939453125,-76.620277404785156,US,US-MD
pub.1131721397,Scientific consensus on the COVID-19 pandemic: we need to act now,2020,2020-10-15,The Lancet,University of Basel,Elsevier,article,"[grid.32224.35,grid.451388.3,grid.457379.b,grid.83440.3b,grid.6572.6,grid.4305.2,grid.433854.d,grid.4868.2,grid.5335.0,grid.1012.2,grid.7340.0,grid.8991.9,grid.7445.2,grid.4991.5,grid.5491.9,grid.417895.6,grid.21107.35,grid.6612.3,grid.419514.c,grid.38142.3c,grid.189504.1,grid.59734.3c,grid.26009.3d]",127,127,10905,Switzerland,Basel-Stadt,Basel,47.558578491210938,7.5836000442504883,CH,CH-BS
pub.1134400305,SARS-CoV-2 Transmission From People Without COVID-19 Symptoms,2021,2021-01-04,JAMA Network Open,Centers for Disease Control and Prevention,American Medical Association (AMA),article,[grid.416738.f],312,312,10836,United States,Georgia,Atlanta,33.7988166809082,-84.325599670410156,US,US-GA
pub.1138297521,SARS-CoV-2 infection induces long-lived bone marrow plasma cells in humans,2021,2021-05-24,Nature,Washington University in St. Louis,Springer Nature,article,"[grid.7914.b,grid.4367.6]",139,139,10754,United States,Missouri,St Louis,38.649032592773438,-90.31085205078125,US,US-MO
pub.1138297521,SARS-CoV-2 infection induces long-lived bone marrow plasma cells in humans,2021,2021-05-24,Nature,University of Bergen,Springer Nature,article,"[grid.7914.b,grid.4367.6]",139,139,10754,Norway,Hordaland,Bergen,60.388084411621094,5.3228721618652344,NO,NO-12
pub.1138865423,RETRACTED ARTICLE: The mechanisms of action of Ivermectin against SARS-CoV-2: An evidence-based clinical review article,2021,2021-06-15,The Journal of Antibiotics,Mahatma Gandhi Memorial Medical College,Springer Nature,article,[grid.415481.d],11,11,10746,India,Madhya Pradesh,Indore,22.7105655670166,75.880584716796875,IN,IN-MP
pub.1141613287,Effectiveness of mRNA BNT162b2 COVID-19 vaccine up to 6 months in a large integrated health system in the USA: a retrospective cohort study,2021,2021-10-04,The Lancet,Kaiser Permanente,Elsevier,article,"[grid.280062.e,grid.19006.3e,grid.410513.2]",130,130,10719,United States,California,Oakland,37.806110382080078,-122.26466369628906,US,US-CA
pub.1141613287,Effectiveness of mRNA BNT162b2 COVID-19 vaccine up to 6 months in a large integrated health system in the USA: a retrospective cohort study,2021,2021-10-04,The Lancet,Pfizer (United States),Elsevier,article,"[grid.280062.e,grid.19006.3e,grid.410513.2]",130,130,10719,United States,New York,New York,40.750362396240234,-73.972541809082031,US,US-NY
pub.1141613287,Effectiveness of mRNA BNT162b2 COVID-19 vaccine up to 6 months in a large integrated health system in the USA: a retrospective cohort study,2021,2021-10-04,The Lancet,"University of California, Los Angeles",Elsevier,article,"[grid.280062.e,grid.19006.3e,grid.410513.2]",130,130,10719,United States,California,Los Angeles,34.072223663330078,-118.44409942626953,US,US-CA
pub.1138614686,Necessity of COVID-19 vaccination in previously infected individuals,2021,2021-06-04,medRxiv,Cleveland Clinic,Cold Spring Harbor Laboratory,preprint,[grid.239578.2],14,14,10694,United States,Ohio,Cleveland,41.3841438293457,-81.7184066772461,US,US-OH
pub.1139824622,Global minimum estimates of children affected by COVID-19-associated orphanhood and deaths of caregivers: a modelling study,2021,2021-07-21,The Lancet,World Health Organization,Elsevier,article,"[grid.83440.3b,grid.3575.4,grid.484609.7,grid.5254.6,grid.4991.5,grid.416738.f,grid.7836.a,grid.420285.9,grid.7445.2,grid.2515.3,grid.38142.3c]",31,31,10465,Switzerland,,Geneva,46.201755523681641,6.14660120010376,CH,
pub.1139824622,Global minimum estimates of children affected by COVID-19-associated orphanhood and deaths of caregivers: a modelling study,2021,2021-07-21,The Lancet,University College London,Elsevier,article,"[grid.83440.3b,grid.3575.4,grid.484609.7,grid.5254.6,grid.4991.5,grid.416738.f,grid.7836.a,grid.420285.9,grid.7445.2,grid.2515.3,grid.38142.3c]",31,31,10465,United Kingdom,,London,51.524471282958984,-0.13398170471191406,GB,
pub.1139824622,Global minimum estimates of children affected by COVID-19-associated orphanhood and deaths of caregivers: a modelling study,2021,2021-07-21,The Lancet,Imperial College London,Elsevier,article,"[grid.83440.3b,grid.3575.4,grid.484609.7,grid.5254.6,grid.4991.5,grid.416738.f,grid.7836.a,grid.420285.9,grid.7445.2,grid.2515.3,grid.38142.3c]",31,31,10465,United Kingdom,Westminster,London,51.498600006103516,-0.175477996468544,GB,GB-WSM
pub.1139824622,Global minimum estimates of children affected by COVID-19-associated orphanhood and deaths of caregivers: a modelling study,2021,2021-07-21,The Lancet,Harvard University,Elsevier,article,"[grid.83440.3b,grid.3575.4,grid.484609.7,grid.5254.6,grid.4991.5,grid.416738.f,grid.7836.a,grid.420285.9,grid.7445.2,grid.2515.3,grid.38142.3c]",31,31,10465,United States,Massachusetts,Cambridge,42.377052307128906,-71.116653442382812,US,US-MA
pub.1139824622,Global minimum estimates of children affected by COVID-19-associated orphanhood and deaths of caregivers: a modelling study,2021,2021-07-21,The Lancet,World Bank Group,Elsevier,article,"[grid.83440.3b,grid.3575.4,grid.484609.7,grid.5254.6,grid.4991.5,grid.416738.f,grid.7836.a,grid.420285.9,grid.7445.2,grid.2515.3,grid.38142.3c]",31,31,10465,United States,District of Columbia,Washington D.C.,38.899299621582031,-77.0425033569336,US,US-DC
pub.1139824622,Global minimum estimates of children affected by COVID-19-associated orphanhood and deaths of caregivers: a modelling study,2021,2021-07-21,The Lancet,University of Oxford,Elsevier,article,"[grid.83440.3b,grid.3575.4,grid.484609.7,grid.5254.6,grid.4991.5,grid.416738.f,grid.7836.a,grid.420285.9,grid.7445.2,grid.2515.3,grid.38142.3c]",31,31,10465,United Kingdom,Oxfordshire,Oxford,51.753437042236328,-1.25400972366333,GB,GB-OXF
pub.1139824622,Global minimum estimates of children affected by COVID-19-associated orphanhood and deaths of caregivers: a modelling study,2021,2021-07-21,The Lancet,University of Cape Town,Elsevier,article,"[grid.83440.3b,grid.3575.4,grid.484609.7,grid.5254.6,grid.4991.5,grid.416738.f,grid.7836.a,grid.420285.9,grid.7445.2,grid.2515.3,grid.38142.3c]",31,31,10465,South Africa,,Rondebosch,-33.957500457763672,18.460556030273438,ZA,
pub.1139824622,Global minimum estimates of children affected by COVID-19-associated orphanhood and deaths of caregivers: a modelling study,2021,2021-07-21,The Lancet,Boston Children's Hospital,Elsevier,article,"[grid.83440.3b,grid.3575.4,grid.484609.7,grid.5254.6,grid.4991.5,grid.416738.f,grid.7836.a,grid.420285.9,grid.7445.2,grid.2515.3,grid.38142.3c]",31,31,10465,United States,Massachusetts,Boston,42.337539672851562,-71.105506896972656,US,US-MA
pub.1139824622,Global minimum estimates of children affected by COVID-19-associated orphanhood and deaths of caregivers: a modelling study,2021,2021-07-21,The Lancet,Centers for Disease Control and Prevention,Elsevier,article,"[grid.83440.3b,grid.3575.4,grid.484609.7,grid.5254.6,grid.4991.5,grid.416738.f,grid.7836.a,grid.420285.9,grid.7445.2,grid.2515.3,grid.38142.3c]",31,31,10465,United States,Georgia,Atlanta,33.7988166809082,-84.325599670410156,US,US-GA
pub.1139824622,Global minimum estimates of children affected by COVID-19-associated orphanhood and deaths of caregivers: a modelling study,2021,2021-07-21,The Lancet,United States Agency for International Development,Elsevier,article,"[grid.83440.3b,grid.3575.4,grid.484609.7,grid.5254.6,grid.4991.5,grid.416738.f,grid.7836.a,grid.420285.9,grid.7445.2,grid.2515.3,grid.38142.3c]",31,31,10465,United States,District of Columbia,Washington D.C.,38.894828796386719,-77.030143737792969,US,US-DC
pub.1139824622,Global minimum estimates of children affected by COVID-19-associated orphanhood and deaths of caregivers: a modelling study,2021,2021-07-21,The Lancet,University of Copenhagen,Elsevier,article,"[grid.83440.3b,grid.3575.4,grid.484609.7,grid.5254.6,grid.4991.5,grid.416738.f,grid.7836.a,grid.420285.9,grid.7445.2,grid.2515.3,grid.38142.3c]",31,31,10465,Denmark,,Copenhagen,55.679721832275391,12.572500228881836,DK,
pub.1125631203,Aerosol and surface stability of HCoV-19 (SARS-CoV-2) compared to SARS-CoV-1,2020,2020-03-10,medRxiv,Princeton University,Cold Spring Harbor Laboratory,preprint,"[grid.419260.8,grid.419681.3,grid.16750.35,grid.19006.3e,grid.453035.4]",284,284,10384,United States,New Jersey,Princeton,40.344234466552734,-74.6514663696289,US,US-NJ
pub.1125631203,Aerosol and surface stability of HCoV-19 (SARS-CoV-2) compared to SARS-CoV-1,2020,2020-03-10,medRxiv,Fogarty International Center,Cold Spring Harbor Laboratory,preprint,"[grid.419260.8,grid.419681.3,grid.16750.35,grid.19006.3e,grid.453035.4]",284,284,10384,United States,Maryland,Bethesda,39.0044059753418,-77.099655151367188,US,US-MD
pub.1125631203,Aerosol and surface stability of HCoV-19 (SARS-CoV-2) compared to SARS-CoV-1,2020,2020-03-10,medRxiv,National Institute of Allergy and Infectious Diseases,Cold Spring Harbor Laboratory,preprint,"[grid.419260.8,grid.419681.3,grid.16750.35,grid.19006.3e,grid.453035.4]",284,284,10384,United States,Maryland,Bethesda,39.066646575927734,-77.111831665039062,US,US-MD
pub.1125631203,Aerosol and surface stability of HCoV-19 (SARS-CoV-2) compared to SARS-CoV-1,2020,2020-03-10,medRxiv,National Center for Immunization and Respiratory Diseases,Cold Spring Harbor Laboratory,preprint,"[grid.419260.8,grid.419681.3,grid.16750.35,grid.19006.3e,grid.453035.4]",284,284,10384,United States,Georgia,Atlanta,33.799339294433594,-84.328010559082031,US,US-GA
pub.1125631203,Aerosol and surface stability of HCoV-19 (SARS-CoV-2) compared to SARS-CoV-1,2020,2020-03-10,medRxiv,"University of California, Los Angeles",Cold Spring Harbor Laboratory,preprint,"[grid.419260.8,grid.419681.3,grid.16750.35,grid.19006.3e,grid.453035.4]",284,284,10384,United States,California,Los Angeles,34.072223663330078,-118.44409942626953,US,US-CA
pub.1139667591,Infection fatality rate of COVID-19 in community-dwelling populations with emphasis on the elderly: An overview,2021,2021-07-13,medRxiv,Stanford University,Cold Spring Harbor Laboratory,preprint,[grid.168010.e],3,3,10279,United States,California,Stanford,37.430000305175781,-122.16999816894531,US,US-CA
pub.1137252250,First case of postmortem study in a patient vaccinated against SARS-CoV-2,2021,2021-04-16,International Journal of Infectious Diseases,Bielefeld University,Elsevier,article,"[grid.7491.b,grid.412811.f]",5,5,10257,Germany,Nordrhein-Westfalen,Bielefeld,52.037776947021484,8.4930562973022461,DE,DE-NW
pub.1137252250,First case of postmortem study in a patient vaccinated against SARS-CoV-2,2021,2021-04-16,International Journal of Infectious Diseases,Klinikum Region Hannover,Elsevier,article,"[grid.7491.b,grid.412811.f]",5,5,10257,Germany,,Hanover,52.493633270263672,9.4661293029785156,DE,
pub.1142595221,Increased risk of SARS-CoV-2 reinfection associated with emergence of the Omicron variant in South Africa,2021,2021-11-11,medRxiv,University of KwaZulu-Natal,Cold Spring Harbor Laboratory,preprint,"[grid.11951.3d,grid.25073.33,grid.428428.0,grid.416657.7,grid.11956.3a,grid.16463.36]",70,70,10227,South Africa,,Durban,-29.867519378662109,30.980810165405273,ZA,
pub.1142595221,Increased risk of SARS-CoV-2 reinfection associated with emergence of the Omicron variant in South Africa,2021,2021-11-11,medRxiv,Centre for the AIDS Programme of Research in South Africa,Cold Spring Harbor Laboratory,preprint,"[grid.11951.3d,grid.25073.33,grid.428428.0,grid.416657.7,grid.11956.3a,grid.16463.36]",70,70,10227,South Africa,,Durban,-29.859563827514648,31.0103816986084,ZA,
pub.1142595221,Increased risk of SARS-CoV-2 reinfection associated with emergence of the Omicron variant in South Africa,2021,2021-11-11,medRxiv,McMaster University,Cold Spring Harbor Laboratory,preprint,"[grid.11951.3d,grid.25073.33,grid.428428.0,grid.416657.7,grid.11956.3a,grid.16463.36]",70,70,10227,Canada,Ontario,Hamilton,43.263332366943359,-79.918891906738281,CA,CA-ON
pub.1142595221,Increased risk of SARS-CoV-2 reinfection associated with emergence of the Omicron variant in South Africa,2021,2021-11-11,medRxiv,National Health Laboratory Service,Cold Spring Harbor Laboratory,preprint,"[grid.11951.3d,grid.25073.33,grid.428428.0,grid.416657.7,grid.11956.3a,grid.16463.36]",70,70,10227,South Africa,,Johannesburg,-26.131431579589844,28.117898941040039,ZA,
pub.1142595221,Increased risk of SARS-CoV-2 reinfection associated with emergence of the Omicron variant in South Africa,2021,2021-11-11,medRxiv,University of the Witwatersrand,Cold Spring Harbor Laboratory,preprint,"[grid.11951.3d,grid.25073.33,grid.428428.0,grid.416657.7,grid.11956.3a,grid.16463.36]",70,70,10227,South Africa,,Johannesburg,-26.190832138061523,28.030277252197266,ZA,
pub.1142595221,Increased risk of SARS-CoV-2 reinfection associated with emergence of the Omicron variant in South Africa,2021,2021-11-11,medRxiv,Stellenbosch University,Cold Spring Harbor Laboratory,preprint,"[grid.11951.3d,grid.25073.33,grid.428428.0,grid.416657.7,grid.11956.3a,grid.16463.36]",70,70,10227,South Africa,Western Cape,Stellenbosch,-33.933162689208984,18.862043380737305,ZA,ZA-WC
pub.1139867454,Cognitive deficits in people who have recovered from COVID-19,2021,2021-07-23,EClinicalMedicine,King's College London,Elsevier,article,"[grid.5491.9,grid.7445.2,grid.5335.0,grid.13097.3c,grid.170205.1]",39,39,10213,United Kingdom,,London,51.511417388916016,-0.11672700196504593,GB,
pub.1139867454,Cognitive deficits in people who have recovered from COVID-19,2021,2021-07-23,EClinicalMedicine,University of Chicago,Elsevier,article,"[grid.5491.9,grid.7445.2,grid.5335.0,grid.13097.3c,grid.170205.1]",39,39,10213,United States,Illinois,Chicago,41.788848876953125,-87.598701477050781,US,US-IL
pub.1139867454,Cognitive deficits in people who have recovered from COVID-19,2021,2021-07-23,EClinicalMedicine,University of Cambridge,Elsevier,article,"[grid.5491.9,grid.7445.2,grid.5335.0,grid.13097.3c,grid.170205.1]",39,39,10213,United Kingdom,,Cambridge,52.204452514648438,0.11490800231695175,GB,
pub.1139867454,Cognitive deficits in people who have recovered from COVID-19,2021,2021-07-23,EClinicalMedicine,University of Southampton,Elsevier,article,"[grid.5491.9,grid.7445.2,grid.5335.0,grid.13097.3c,grid.170205.1]",39,39,10213,United Kingdom,,Southampton,50.93463134765625,-1.3959499597549438,GB,
pub.1139867454,Cognitive deficits in people who have recovered from COVID-19,2021,2021-07-23,EClinicalMedicine,Imperial College London,Elsevier,article,"[grid.5491.9,grid.7445.2,grid.5335.0,grid.13097.3c,grid.170205.1]",39,39,10213,United Kingdom,Westminster,London,51.498600006103516,-0.175477996468544,GB,GB-WSM
pub.1134198193,Efficacy and Safety of the mRNA-1273 SARS-CoV-2 Vaccine,2020,2020-12-30,New England Journal of Medicine,Brigham and Women's Hospital,Massachusetts Medical Society,article,[grid.62560.37],3104,3104,10138,United States,Massachusetts,Boston,42.335601806640625,-71.106414794921875,US,US-MA
pub.1128189014,A Randomized Trial of Hydroxychloroquine as Postexposure Prophylaxis for Covid-19,2020,2020-06-03,New England Journal of Medicine,Research Institute in Oncology and Hematology,Massachusetts Medical Society,article,[grid.470367.1],864,864,10102,Canada,Manitoba,Winnipeg,49.9030647277832,-97.1583251953125,CA,CA-MB
pub.1141106287,Considerations in boosting COVID-19 vaccine immune responses,2021,2021-09-14,The Lancet,United States Food and Drug Administration,Elsevier,article,"[grid.5337.2,grid.417587.8,grid.3575.4,grid.471013.0,grid.11951.3d,grid.4991.5,grid.15276.37,grid.461576.7,grid.34477.33,grid.9486.3,grid.508487.6]",47,47,10029,United States,Maryland,Silver Spring,39.0352783203125,-76.9830551147461,US,US-MD
pub.1139138448,The Safety of COVID-19 Vaccinations—We Should Rethink the Policy,2021,2021-06-24,Vaccines,Witten/Herdecke University,MDPI,article,"[grid.412581.b,grid.22254.33,grid.415896.7]",6,6,10029,Germany,,Witten,51.452903747558594,7.3562541007995605,DE,
pub.1139138448,The Safety of COVID-19 Vaccinations—We Should Rethink the Policy,2021,2021-06-24,Vaccines,Leopoldina Krankenhaus Schweinfurt,MDPI,article,"[grid.412581.b,grid.22254.33,grid.415896.7]",6,6,10029,Germany,,Schweinfurt,50.051994323730469,10.244346618652344,DE,
pub.1141106287,Considerations in boosting COVID-19 vaccine immune responses,2021,2021-09-14,The Lancet,University of Oxford,Elsevier,article,"[grid.5337.2,grid.417587.8,grid.3575.4,grid.471013.0,grid.11951.3d,grid.4991.5,grid.15276.37,grid.461576.7,grid.34477.33,grid.9486.3,grid.508487.6]",47,47,10029,United Kingdom,Oxfordshire,Oxford,51.753437042236328,-1.25400972366333,GB,GB-OXF
pub.1141106287,Considerations in boosting COVID-19 vaccine immune responses,2021,2021-09-14,The Lancet,University of Washington,Elsevier,article,"[grid.5337.2,grid.417587.8,grid.3575.4,grid.471013.0,grid.11951.3d,grid.4991.5,grid.15276.37,grid.461576.7,grid.34477.33,grid.9486.3,grid.508487.6]",47,47,10029,United States,Washington,Seattle,47.655536651611328,-122.30352783203125,US,US-WA
pub.1141106287,Considerations in boosting COVID-19 vaccine immune responses,2021,2021-09-14,The Lancet,INCLEN Trust International,Elsevier,article,"[grid.5337.2,grid.417587.8,grid.3575.4,grid.471013.0,grid.11951.3d,grid.4991.5,grid.15276.37,grid.461576.7,grid.34477.33,grid.9486.3,grid.508487.6]",47,47,10029,India,,New Delhi,28.519248962402344,77.279548645019531,IN,
pub.1141106287,Considerations in boosting COVID-19 vaccine immune responses,2021,2021-09-14,The Lancet,World Health Organization,Elsevier,article,"[grid.5337.2,grid.417587.8,grid.3575.4,grid.471013.0,grid.11951.3d,grid.4991.5,grid.15276.37,grid.461576.7,grid.34477.33,grid.9486.3,grid.508487.6]",47,47,10029,Switzerland,,Geneva,46.201755523681641,6.14660120010376,CH,
pub.1141106287,Considerations in boosting COVID-19 vaccine immune responses,2021,2021-09-14,The Lancet,University of Bristol,Elsevier,article,"[grid.5337.2,grid.417587.8,grid.3575.4,grid.471013.0,grid.11951.3d,grid.4991.5,grid.15276.37,grid.461576.7,grid.34477.33,grid.9486.3,grid.508487.6]",47,47,10029,United Kingdom,,Bristol,51.456390380859375,-2.6044440269470215,GB,
